No,Year,Team,Sport,Gold,Silver,Bronze,Participants,Total Gold,Total Silver,Total Bronze,Total Participants,weighted_score_numerator,weighted_score_denominator,adv
15982,1992,Syria,Wrestling,0.0,0.0,0.0,3,20.0,20.0,20.0,370,3.0,670.0,0.004477611940298508
15983,1992,Tanzania,Athletics,0.0,0.0,0.0,2,43.0,43.0,45.0,1219,2.0,1870.0,0.0010695187165775401
15984,1992,Tanzania,Boxing,0.0,0.0,0.0,5,12.0,12.0,24.0,336,5.0,552.0,0.009057971014492754
15985,1992,Thailand,Athletics,0.0,0.0,0.0,12,43.0,43.0,45.0,1219,12.0,1870.0,0.006417112299465241
15986,1992,Thailand,Badminton,0.0,0.0,0.0,4,4.0,4.0,7.0,101,4.0,170.0,0.023529411764705882
15987,1992,Thailand,Judo,0.0,0.0,0.0,2,14.0,14.0,28.0,433,2.0,685.0,0.00291970802919708
15988,1992,Thailand,Sailing,0.0,0.0,0.0,2,10.0,10.0,10.0,268,2.0,418.0,0.004784688995215311
15989,1992,Thailand,Shooting,0.0,0.0,0.0,2,13.0,13.0,13.0,304,2.0,499.0,0.004008016032064128
15990,1992,Thailand,Swimming,0.0,0.0,0.0,5,31.0,31.0,31.0,499,5.0,964.0,0.005186721991701245
15991,1992,Thailand,Tennis,0.0,0.0,0.0,1,4.0,4.0,8.0,104,1.0,176.0,0.005681818181818182
15992,1992,Thailand,Weightlifting,0.0,0.0,0.0,1,10.0,10.0,9.0,212,1.0,359.0,0.002785515320334262
15993,1992,Togo,Athletics,0.0,0.0,0.0,3,43.0,43.0,45.0,1219,3.0,1870.0,0.0016042780748663102
15994,1992,Togo,Cycling,0.0,0.0,0.0,1,10.0,10.0,10.0,249,1.0,399.0,0.002506265664160401
15995,1992,Tonga,Athletics,0.0,0.0,0.0,4,43.0,43.0,45.0,1219,4.0,1870.0,0.0021390374331550803
15996,1992,Tonga,Weightlifting,0.0,0.0,0.0,1,10.0,10.0,9.0,212,1.0,359.0,0.002785515320334262
15997,1992,Trinidad and Tobago,Athletics,0.0,0.0,0.0,2,43.0,43.0,45.0,1219,2.0,1870.0,0.0010695187165775401
15998,1992,Trinidad and Tobago,Cycling,0.0,0.0,0.0,2,10.0,10.0,10.0,249,2.0,399.0,0.005012531328320802
15999,1992,Tunisia,Athletics,0.0,0.0,0.0,1,43.0,43.0,45.0,1219,1.0,1870.0,0.0005347593582887701
16000,1992,Tunisia,Boxing,0.0,0.0,0.0,3,12.0,12.0,24.0,336,3.0,552.0,0.005434782608695652
16001,1992,Tunisia,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,433,1.0,685.0,0.00145985401459854
16002,1992,Tunisia,Sailing,0.0,0.0,0.0,1,10.0,10.0,10.0,268,1.0,418.0,0.0023923444976076554
16003,1992,Tunisia,Table Tennis,0.0,0.0,0.0,2,4.0,4.0,8.0,104,2.0,176.0,0.011363636363636364
16004,1992,Tunisia,Weightlifting,0.0,0.0,0.0,1,10.0,10.0,9.0,212,1.0,359.0,0.002785515320334262
16005,1992,Tunisia,Wrestling,0.0,0.0,0.0,3,20.0,20.0,20.0,370,3.0,670.0,0.004477611940298508
16006,1992,Turkey,Archery,0.0,0.0,0.0,2,4.0,4.0,4.0,67,2.0,127.0,0.015748031496062992
16007,1992,Turkey,Athletics,0.0,0.0,0.0,2,43.0,43.0,45.0,1219,2.0,1870.0,0.0010695187165775401
16008,1992,Turkey,Boxing,0.0,0.0,0.0,1,12.0,12.0,24.0,336,1.0,552.0,0.0018115942028985507
16009,1992,Turkey,Rowing,0.0,0.0,0.0,1,14.0,14.0,14.0,192,1.0,402.0,0.0024875621890547263
16010,1992,Turkey,Sailing,0.0,0.0,0.0,2,10.0,10.0,10.0,268,2.0,418.0,0.004784688995215311
16011,1992,Turkey,Shooting,0.0,0.0,0.0,1,13.0,13.0,13.0,304,1.0,499.0,0.002004008016032064
16012,1992,Turkey,Swimming,0.0,0.0,0.0,3,31.0,31.0,31.0,499,3.0,964.0,0.0031120331950207467
16013,1992,Uganda,Athletics,0.0,0.0,0.0,4,43.0,43.0,45.0,1219,4.0,1870.0,0.0021390374331550803
16014,1992,Uganda,Boxing,0.0,0.0,0.0,3,12.0,12.0,24.0,336,3.0,552.0,0.005434782608695652
16015,1992,Uganda,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,8.0,104,1.0,176.0,0.005681818181818182
16016,1992,Unified Team,Badminton,0.0,0.0,0.0,2,4.0,4.0,7.0,101,2.0,170.0,0.011764705882352941
16017,1992,Unified Team,Cycling,0.0,0.0,0.0,10,10.0,10.0,10.0,249,10.0,399.0,0.02506265664160401
16018,1992,Unified Team,Equestrianism,0.0,0.0,0.0,3,6.0,6.0,6.0,81,3.0,171.0,0.017543859649122806
16019,1992,Unified Team,Hockey,0.0,0.0,0.0,1,2.0,2.0,2.0,20,1.0,50.0,0.02
16020,1992,Unified Team,Sailing,0.0,0.0,0.0,7,10.0,10.0,10.0,268,7.0,418.0,0.01674641148325359
16021,1992,Unified Team,Synchronized Swimming,0.0,0.0,0.0,2,3.0,1.0,2.0,28,2.0,60.0,0.03333333333333333
16022,1992,Unified Team,Table Tennis,0.0,0.0,0.0,2,4.0,4.0,8.0,104,2.0,176.0,0.011363636363636364
16023,1992,Unified Team-1,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,8.0,104,1.0,176.0,0.005681818181818182
16024,1992,Unified Team-2,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,8.0,104,1.0,176.0,0.005681818181818182
16025,1992,United Arab Emirates,Athletics,0.0,0.0,0.0,4,43.0,43.0,45.0,1219,4.0,1870.0,0.0021390374331550803
16026,1992,United Arab Emirates,Cycling,0.0,0.0,0.0,1,10.0,10.0,10.0,249,1.0,399.0,0.002506265664160401
16027,1992,United Arab Emirates,Swimming,0.0,0.0,0.0,5,31.0,31.0,31.0,499,5.0,964.0,0.005186721991701245
16028,1992,United States,Archery,0.0,0.0,0.0,2,4.0,4.0,4.0,67,2.0,127.0,0.015748031496062992
16029,1992,United States,Badminton,0.0,0.0,0.0,3,4.0,4.0,7.0,101,3.0,170.0,0.01764705882352941
16030,1992,United States,Baseball,0.0,0.0,0.0,1,1.0,1.0,1.0,8,1.0,23.0,0.043478260869565216
16031,1992,United States,Fencing,0.0,0.0,0.0,4,8.0,8.0,8.0,116,4.0,236.0,0.01694915254237288
16032,1992,United States,Football,0.0,0.0,0.0,1,1.0,1.0,1.0,16,1.0,31.0,0.03225806451612903
16033,1992,United States,Handball,0.0,0.0,0.0,1,2.0,2.0,2.0,20,1.0,50.0,0.02
16034,1992,United States,Modern Pentathlon,0.0,0.0,0.0,1,2.0,2.0,2.0,33,1.0,63.0,0.015873015873015872
16035,1992,United States,Rhythmic Gymnastics,0.0,0.0,0.0,1,1.0,1.0,1.0,25,1.0,40.0,0.025
16036,1992,United States,Table Tennis,0.0,0.0,0.0,3,4.0,4.0,8.0,104,3.0,176.0,0.017045454545454544
16037,1992,United States,Water Polo,0.0,0.0,0.0,1,1.0,1.0,1.0,12,1.0,27.0,0.037037037037037035
16038,1992,United States,Weightlifting,0.0,0.0,0.0,7,10.0,10.0,9.0,212,7.0,359.0,0.019498607242339833
16039,1992,United States Virgin Islands,Athletics,0.0,0.0,0.0,8,43.0,43.0,45.0,1219,8.0,1870.0,0.0042780748663101605
16040,1992,United States Virgin Islands,Boxing,0.0,0.0,0.0,2,12.0,12.0,24.0,336,2.0,552.0,0.0036231884057971015
16041,1992,United States Virgin Islands,Cycling,0.0,0.0,0.0,1,10.0,10.0,10.0,249,1.0,399.0,0.002506265664160401
16042,1992,United States Virgin Islands,Equestrianism,0.0,0.0,0.0,1,6.0,6.0,6.0,81,1.0,171.0,0.005847953216374269
16043,1992,United States Virgin Islands,Sailing,0.0,0.0,0.0,5,10.0,10.0,10.0,268,5.0,418.0,0.011961722488038277
16044,1992,United States Virgin Islands,Shooting,0.0,0.0,0.0,1,13.0,13.0,13.0,304,1.0,499.0,0.002004008016032064
16045,1992,United States Virgin Islands,Swimming,0.0,0.0,0.0,3,31.0,31.0,31.0,499,3.0,964.0,0.0031120331950207467
16046,1992,United States-2,Canoeing,0.0,0.0,0.0,1,16.0,16.0,16.0,252,1.0,492.0,0.0020325203252032522
16047,1992,United States-3,Canoeing,0.0,0.0,0.0,1,16.0,16.0,16.0,252,1.0,492.0,0.0020325203252032522
16048,1992,Uruguay,Athletics,0.0,0.0,0.0,2,43.0,43.0,45.0,1219,2.0,1870.0,0.0010695187165775401
16049,1992,Uruguay,Boxing,0.0,0.0,0.0,2,12.0,12.0,24.0,336,2.0,552.0,0.0036231884057971015
16050,1992,Uruguay,Canoeing,0.0,0.0,0.0,1,16.0,16.0,16.0,252,1.0,492.0,0.0020325203252032522
16051,1992,Uruguay,Cycling,0.0,0.0,0.0,1,10.0,10.0,10.0,249,1.0,399.0,0.002506265664160401
16052,1992,Uruguay,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,433,1.0,685.0,0.00145985401459854
16053,1992,Uruguay,Modern Pentathlon,0.0,0.0,0.0,1,2.0,2.0,2.0,33,1.0,63.0,0.015873015873015872
16054,1992,Uruguay,Rowing,0.0,0.0,0.0,1,14.0,14.0,14.0,192,1.0,402.0,0.0024875621890547263
16055,1992,Uruguay,Sailing,0.0,0.0,0.0,1,10.0,10.0,10.0,268,1.0,418.0,0.0023923444976076554
16056,1992,Uruguay,Shooting,0.0,0.0,0.0,1,13.0,13.0,13.0,304,1.0,499.0,0.002004008016032064
16057,1992,Uruguay,Swimming,0.0,0.0,0.0,1,31.0,31.0,31.0,499,1.0,964.0,0.001037344398340249
16058,1992,Uruguay,Weightlifting,0.0,0.0,0.0,1,10.0,10.0,9.0,212,1.0,359.0,0.002785515320334262
16059,1992,Vanuatu,Athletics,0.0,0.0,0.0,6,43.0,43.0,45.0,1219,6.0,1870.0,0.0032085561497326204
16060,1992,Venezuela,Basketball,0.0,0.0,0.0,1,2.0,2.0,2.0,20,1.0,50.0,0.02
16061,1992,Venezuela,Boxing,0.0,0.0,0.0,3,12.0,12.0,24.0,336,3.0,552.0,0.005434782608695652
16062,1992,Venezuela,Cycling,0.0,0.0,0.0,2,10.0,10.0,10.0,249,2.0,399.0,0.005012531328320802
16063,1992,Venezuela,Diving,0.0,0.0,0.0,1,4.0,4.0,4.0,77,1.0,137.0,0.0072992700729927005
16064,1992,Venezuela,Judo,0.0,0.0,0.0,3,14.0,14.0,28.0,433,3.0,685.0,0.004379562043795621
16065,1992,Venezuela,Synchronized Swimming,0.0,0.0,0.0,1,3.0,1.0,2.0,28,1.0,60.0,0.016666666666666666
16066,1992,Venezuela,Weightlifting,0.0,0.0,0.0,3,10.0,10.0,9.0,212,3.0,359.0,0.008356545961002786
16067,1992,Venezuela,Wrestling,0.0,0.0,0.0,1,20.0,20.0,20.0,370,1.0,670.0,0.0014925373134328358
16068,1992,Vietnam,Athletics,0.0,0.0,0.0,4,43.0,43.0,45.0,1219,4.0,1870.0,0.0021390374331550803
16069,1992,Vietnam,Shooting,0.0,0.0,0.0,1,13.0,13.0,13.0,304,1.0,499.0,0.002004008016032064
16070,1992,Vietnam,Swimming,0.0,0.0,0.0,2,31.0,31.0,31.0,499,2.0,964.0,0.002074688796680498
16071,1992,Yemen,Athletics,0.0,0.0,0.0,3,43.0,43.0,45.0,1219,3.0,1870.0,0.0016042780748663102
16072,1992,Yemen,Judo,0.0,0.0,0.0,5,14.0,14.0,28.0,433,5.0,685.0,0.0072992700729927005
16073,1992,Zambia,Athletics,0.0,0.0,0.0,4,43.0,43.0,45.0,1219,4.0,1870.0,0.0021390374331550803
16074,1992,Zambia,Boxing,0.0,0.0,0.0,4,12.0,12.0,24.0,336,4.0,552.0,0.007246376811594203
16075,1992,Zambia,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,433,1.0,685.0,0.00145985401459854
16076,1992,Zimbabwe,Athletics,0.0,0.0,0.0,7,43.0,43.0,45.0,1219,7.0,1870.0,0.0037433155080213902
16077,1992,Zimbabwe,Diving,0.0,0.0,0.0,2,4.0,4.0,4.0,77,2.0,137.0,0.014598540145985401
16078,1992,Zimbabwe,Judo,0.0,0.0,0.0,2,14.0,14.0,28.0,433,2.0,685.0,0.00291970802919708
16079,1992,Zimbabwe,Rowing,0.0,0.0,0.0,1,14.0,14.0,14.0,192,1.0,402.0,0.0024875621890547263
16080,1992,Zimbabwe,Swimming,0.0,0.0,0.0,3,31.0,31.0,31.0,499,3.0,964.0,0.0031120331950207467
16081,1992,Zimbabwe,Tennis,0.0,0.0,0.0,1,4.0,4.0,8.0,104,1.0,176.0,0.005681818181818182
16082,1996,Afghanistan,Athletics,0.0,0.0,0.0,2,44.0,44.0,44.0,1365,2.0,2025.0,0.0009876543209876543
16083,1996,Albania,Athletics,0.0,0.0,0.0,2,44.0,44.0,44.0,1365,2.0,2025.0,0.0009876543209876543
16084,1996,Albania,Cycling,0.0,0.0,0.0,1,14.0,14.0,14.0,284,1.0,494.0,0.0020242914979757085
16085,1996,Albania,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,313,1.0,538.0,0.0018587360594795538
16086,1996,Albania,Weightlifting,0.0,0.0,0.0,1,10.0,10.0,10.0,220,1.0,370.0,0.002702702702702703
16087,1996,Albania,Wrestling,0.0,0.0,0.0,1,20.0,20.0,20.0,401,1.0,701.0,0.0014265335235378032
16088,1996,Algeria,Fencing,0.0,0.0,0.0,2,10.0,10.0,10.0,116,2.0,266.0,0.007518796992481203
16089,1996,Algeria,Handball,0.0,0.0,0.0,1,2.0,2.0,2.0,20,1.0,50.0,0.02
16090,1996,Algeria,Judo,0.0,0.0,0.0,6,14.0,14.0,28.0,387,6.0,639.0,0.009389671361502348
16091,1996,Algeria,Rowing,0.0,0.0,0.0,1,14.0,14.0,14.0,206,1.0,416.0,0.002403846153846154
16092,1996,Algeria,Swimming,0.0,0.0,0.0,1,32.0,32.0,32.0,634,1.0,1114.0,0.0008976660682226212
16093,1996,Algeria,Weightlifting,0.0,0.0,0.0,2,10.0,10.0,10.0,220,2.0,370.0,0.005405405405405406
16094,1996,Algeria,Wrestling,0.0,0.0,0.0,2,20.0,20.0,20.0,401,2.0,701.0,0.0028530670470756064
16095,1996,American Samoa,Athletics,0.0,0.0,0.0,2,44.0,44.0,44.0,1365,2.0,2025.0,0.0009876543209876543
16096,1996,American Samoa,Boxing,0.0,0.0,0.0,1,12.0,12.0,24.0,355,1.0,571.0,0.0017513134851138354
16097,1996,American Samoa,Sailing,0.0,0.0,0.0,1,10.0,10.0,10.0,312,1.0,462.0,0.0021645021645021645
16098,1996,American Samoa,Weightlifting,0.0,0.0,0.0,1,10.0,10.0,10.0,220,1.0,370.0,0.002702702702702703
16099,1996,American Samoa,Wrestling,0.0,0.0,0.0,1,20.0,20.0,20.0,401,1.0,701.0,0.0014265335235378032
16100,1996,Andorra,Athletics,0.0,0.0,0.0,1,44.0,44.0,44.0,1365,1.0,2025.0,0.0004938271604938272
16101,1996,Andorra,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,387,1.0,639.0,0.001564945226917058
16102,1996,Andorra,Sailing,0.0,0.0,0.0,2,10.0,10.0,10.0,312,2.0,462.0,0.004329004329004329
16103,1996,Andorra,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,313,1.0,538.0,0.0018587360594795538
16104,1996,Andorra,Swimming,0.0,0.0,0.0,2,32.0,32.0,32.0,634,2.0,1114.0,0.0017953321364452424
16105,1996,Angola,Athletics,0.0,0.0,0.0,2,44.0,44.0,44.0,1365,2.0,2025.0,0.0009876543209876543
16106,1996,Angola,Basketball,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
16107,1996,Angola,Handball,0.0,0.0,0.0,1,2.0,2.0,2.0,20,1.0,50.0,0.02
16108,1996,Angola,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,313,1.0,538.0,0.0018587360594795538
16109,1996,Angola,Swimming,0.0,0.0,0.0,1,32.0,32.0,32.0,634,1.0,1114.0,0.0008976660682226212
16110,1996,Antigua and Barbuda,Athletics,0.0,0.0,0.0,3,44.0,44.0,44.0,1365,3.0,2025.0,0.0014814814814814814
16111,1996,Antigua and Barbuda,Canoeing,0.0,0.0,0.0,2,16.0,16.0,16.0,269,2.0,509.0,0.003929273084479371
16112,1996,Antigua and Barbuda,Cycling,0.0,0.0,0.0,1,14.0,14.0,14.0,284,1.0,494.0,0.0020242914979757085
16113,1996,Antigua and Barbuda,Sailing,0.0,0.0,0.0,1,10.0,10.0,10.0,312,1.0,462.0,0.0021645021645021645
16114,1996,Argentina,Athletics,0.0,0.0,0.0,8,44.0,44.0,44.0,1365,8.0,2025.0,0.003950617283950617
16115,1996,Argentina,Basketball,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
16116,1996,Argentina,Beach Volleyball,0.0,0.0,0.0,1,2.0,2.0,2.0,42,1.0,72.0,0.013888888888888888
16117,1996,Argentina,Canoeing,0.0,0.0,0.0,3,16.0,16.0,16.0,269,3.0,509.0,0.005893909626719057
16118,1996,Argentina,Cycling,0.0,0.0,0.0,7,14.0,14.0,14.0,284,7.0,494.0,0.01417004048582996
16119,1996,Argentina,Equestrianism,0.0,0.0,0.0,2,6.0,6.0,6.0,85,2.0,175.0,0.011428571428571429
16120,1996,Argentina,Fencing,0.0,0.0,0.0,2,10.0,10.0,10.0,116,2.0,266.0,0.007518796992481203
16121,1996,Argentina,Gymnastics,0.0,0.0,0.0,2,14.0,16.0,14.0,88,2.0,308.0,0.006493506493506494
16122,1996,Argentina,Hockey,0.0,0.0,0.0,2,2.0,2.0,2.0,20,2.0,50.0,0.04
16123,1996,Argentina,Judo,0.0,0.0,0.0,8,14.0,14.0,28.0,387,8.0,639.0,0.012519561815336464
16124,1996,Argentina,Rowing,0.0,0.0,0.0,9,14.0,14.0,14.0,206,9.0,416.0,0.021634615384615384
16125,1996,Argentina,Shooting,0.0,0.0,0.0,4,15.0,15.0,15.0,313,4.0,538.0,0.007434944237918215
16126,1996,Argentina,Swimming,0.0,0.0,0.0,6,32.0,32.0,32.0,634,6.0,1114.0,0.005385996409335727
16127,1996,Argentina,Tennis,0.0,0.0,0.0,4,4.0,4.0,4.0,104,4.0,164.0,0.024390243902439025
16128,1996,Argentina,Volleyball,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
16129,1996,Argentina,Weightlifting,0.0,0.0,0.0,2,10.0,10.0,10.0,220,2.0,370.0,0.005405405405405406
16130,1996,Argentina,Wrestling,0.0,0.0,0.0,1,20.0,20.0,20.0,401,1.0,701.0,0.0014265335235378032
16131,1996,Armenia,Athletics,0.0,0.0,0.0,2,44.0,44.0,44.0,1365,2.0,2025.0,0.0009876543209876543
16132,1996,Armenia,Boxing,0.0,0.0,0.0,4,12.0,12.0,24.0,355,4.0,571.0,0.0070052539404553416
16133,1996,Armenia,Cycling,0.0,0.0,0.0,1,14.0,14.0,14.0,284,1.0,494.0,0.0020242914979757085
16134,1996,Armenia,Diving,0.0,0.0,0.0,2,4.0,4.0,4.0,97,2.0,157.0,0.012738853503184714
16135,1996,Armenia,Gymnastics,0.0,0.0,0.0,1,14.0,16.0,14.0,88,1.0,308.0,0.003246753246753247
16136,1996,Armenia,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,387,1.0,639.0,0.001564945226917058
16137,1996,Armenia,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,313,1.0,538.0,0.0018587360594795538
16138,1996,Armenia,Swimming,0.0,0.0,0.0,1,32.0,32.0,32.0,634,1.0,1114.0,0.0008976660682226212
16139,1996,Armenia,Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,104,1.0,164.0,0.006097560975609756
16140,1996,Armenia,Weightlifting,0.0,0.0,0.0,8,10.0,10.0,10.0,220,8.0,370.0,0.021621621621621623
16141,1996,Aruba,Athletics,0.0,0.0,0.0,1,44.0,44.0,44.0,1365,1.0,2025.0,0.0004938271604938272
16142,1996,Aruba,Cycling,0.0,0.0,0.0,1,14.0,14.0,14.0,284,1.0,494.0,0.0020242914979757085
16143,1996,Aruba,Weightlifting,0.0,0.0,0.0,1,10.0,10.0,10.0,220,1.0,370.0,0.002702702702702703
16144,1996,Australia,Archery,0.0,0.0,0.0,2,4.0,4.0,4.0,66,2.0,126.0,0.015873015873015872
16145,1996,Australia,Badminton,0.0,0.0,0.0,4,5.0,5.0,5.0,124,4.0,199.0,0.020100502512562814
16146,1996,Australia,Baseball,0.0,0.0,0.0,1,1.0,1.0,1.0,8,1.0,23.0,0.043478260869565216
16147,1996,Australia,Beach Volleyball,0.0,0.0,0.0,1,2.0,2.0,2.0,42,1.0,72.0,0.013888888888888888
16148,1996,Australia,Boxing,0.0,0.0,0.0,8,12.0,12.0,24.0,355,8.0,571.0,0.014010507880910683
16149,1996,Australia,Diving,0.0,0.0,0.0,4,4.0,4.0,4.0,97,4.0,157.0,0.025477707006369428
16150,1996,Australia,Fencing,0.0,0.0,0.0,1,10.0,10.0,10.0,116,1.0,266.0,0.0037593984962406013
16151,1996,Australia,Football,0.0,0.0,0.0,1,2.0,2.0,2.0,24,1.0,54.0,0.018518518518518517
16152,1996,Australia,Gymnastics,0.0,0.0,0.0,2,14.0,16.0,14.0,88,2.0,308.0,0.006493506493506494
16153,1996,Australia,Judo,0.0,0.0,0.0,12,14.0,14.0,28.0,387,12.0,639.0,0.018779342723004695
16154,1996,Australia,Modern Pentathlon,0.0,0.0,0.0,1,1.0,1.0,1.0,25,1.0,40.0,0.025
16155,1996,Australia,Table Tennis,0.0,0.0,0.0,2,4.0,4.0,4.0,108,2.0,168.0,0.011904761904761904
16156,1996,Australia,Wrestling,0.0,0.0,0.0,9,20.0,20.0,20.0,401,9.0,701.0,0.012838801711840228
16157,1996,Australia-1,Badminton,0.0,0.0,0.0,1,5.0,5.0,5.0,124,1.0,199.0,0.005025125628140704
16158,1996,Australia-2,Badminton,0.0,0.0,0.0,1,5.0,5.0,5.0,124,1.0,199.0,0.005025125628140704
16159,1996,Australia-2,Beach Volleyball,0.0,0.0,0.0,1,2.0,2.0,2.0,42,1.0,72.0,0.013888888888888888
16160,1996,Austria,Badminton,0.0,0.0,0.0,1,5.0,5.0,5.0,124,1.0,199.0,0.005025125628140704
16161,1996,Austria,Canoeing,0.0,0.0,0.0,2,16.0,16.0,16.0,269,2.0,509.0,0.003929273084479371
16162,1996,Austria,Cycling,0.0,0.0,0.0,5,14.0,14.0,14.0,284,5.0,494.0,0.010121457489878543
16163,1996,Austria,Diving,0.0,0.0,0.0,2,4.0,4.0,4.0,97,2.0,157.0,0.012738853503184714
16164,1996,Austria,Equestrianism,0.0,0.0,0.0,2,6.0,6.0,6.0,85,2.0,175.0,0.011428571428571429
16165,1996,Austria,Fencing,0.0,0.0,0.0,1,10.0,10.0,10.0,116,1.0,266.0,0.0037593984962406013
16166,1996,Austria,Judo,0.0,0.0,0.0,5,14.0,14.0,28.0,387,5.0,639.0,0.00782472613458529
16167,1996,Austria,Rhythmic Gymnastics,0.0,0.0,0.0,1,2.0,2.0,2.0,33,1.0,63.0,0.015873015873015872
16168,1996,Austria,Rowing,0.0,0.0,0.0,6,14.0,14.0,14.0,206,6.0,416.0,0.014423076923076924
16169,1996,Austria,Sailing,0.0,0.0,0.0,4,10.0,10.0,10.0,312,4.0,462.0,0.008658008658008658
16170,1996,Austria,Swimming,0.0,0.0,0.0,4,32.0,32.0,32.0,634,4.0,1114.0,0.003590664272890485
16171,1996,Austria,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,108,1.0,168.0,0.005952380952380952
16172,1996,Austria,Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,104,1.0,164.0,0.006097560975609756
16173,1996,Austria-1,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,108,1.0,168.0,0.005952380952380952
16174,1996,Austria-2,Table Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,108,1.0,168.0,0.005952380952380952
16175,1996,Azerbaijan,Athletics,0.0,0.0,0.0,3,44.0,44.0,44.0,1365,3.0,2025.0,0.0014814814814814814
16176,1996,Azerbaijan,Boxing,0.0,0.0,0.0,2,12.0,12.0,24.0,355,2.0,571.0,0.0035026269702276708
16177,1996,Azerbaijan,Diving,0.0,0.0,0.0,1,4.0,4.0,4.0,97,1.0,157.0,0.006369426751592357
16178,1996,Azerbaijan,Fencing,0.0,0.0,0.0,1,10.0,10.0,10.0,116,1.0,266.0,0.0037593984962406013
16179,1996,Azerbaijan,Judo,0.0,0.0,0.0,2,14.0,14.0,28.0,387,2.0,639.0,0.003129890453834116
16180,1996,Azerbaijan,Shooting,0.0,0.0,0.0,2,15.0,15.0,15.0,313,2.0,538.0,0.0037174721189591076
16181,1996,Azerbaijan,Swimming,0.0,0.0,0.0,1,32.0,32.0,32.0,634,1.0,1114.0,0.0008976660682226212
16182,1996,Azerbaijan,Weightlifting,0.0,0.0,0.0,2,10.0,10.0,10.0,220,2.0,370.0,0.005405405405405406
16183,1996,Bahamas,Sailing,0.0,0.0,0.0,2,10.0,10.0,10.0,312,2.0,462.0,0.004329004329004329
16184,1996,Bahamas,Swimming,0.0,0.0,0.0,1,32.0,32.0,32.0,634,1.0,1114.0,0.0008976660682226212
16185,1996,Bahamas,Tennis,0.0,0.0,0.0,1,4.0,4.0,4.0,104,1.0,164.0,0.006097560975609756
16186,1996,Bahrain,Athletics,0.0,0.0,0.0,1,44.0,44.0,44.0,1365,1.0,2025.0,0.0004938271604938272
16187,1996,Bahrain,Sailing,0.0,0.0,0.0,2,10.0,10.0,10.0,312,2.0,462.0,0.004329004329004329
16188,1996,Bangladesh,Athletics,0.0,0.0,0.0,2,44.0,44.0,44.0,1365,2.0,2025.0,0.0009876543209876543
16189,1996,Bangladesh,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,313,1.0,538.0,0.0018587360594795538
16190,1996,Bangladesh,Swimming,0.0,0.0,0.0,1,32.0,32.0,32.0,634,1.0,1114.0,0.0008976660682226212
16191,1996,Barbados,Athletics,0.0,0.0,0.0,4,44.0,44.0,44.0,1365,4.0,2025.0,0.0019753086419753087
16192,1996,Barbados,Boxing,0.0,0.0,0.0,2,12.0,12.0,24.0,355,2.0,571.0,0.0035026269702276708
16193,1996,Barbados,Gymnastics,0.0,0.0,0.0,1,14.0,16.0,14.0,88,1.0,308.0,0.003246753246753247
16194,1996,Barbados,Judo,0.0,0.0,0.0,1,14.0,14.0,28.0,387,1.0,639.0,0.001564945226917058
16195,1996,Barbados,Sailing,0.0,0.0,0.0,2,10.0,10.0,10.0,312,2.0,462.0,0.004329004329004329
16196,1996,Barbados,Shooting,0.0,0.0,0.0,1,15.0,15.0,15.0,313,1.0,538.0,0.0018587360594795538
16197,1996,Barbados,Swimming,0.0,0.0,0.0,2,32.0,32.0,32.0,634,2.0,1114.0,0.0017953321364452424
16198,1996,Belarus,Archery,0.0,0.0,0.0,1,4.0,4.0,4.0,66,1.0,126.0,0.007936507936507936
16199,1996,Belarus,Badminton,0.0,0.0,0.0,2,5.0,5.0,5.0,124,2.0,199.0,0.010050251256281407
16200,1996,Belarus,Boxing,0.0,0.0,0.0,5,12.0,12.0,24.0,355,5.0,571.0,0.008756567425569177
16201,1996,Belarus,Canoeing,0.0,0.0,0.0,3,16.0,16.0,16.0,269,3.0,509.0,0.005893909626719057
16202,1996,Belarus,Cycling,0.0,0.0,0.0,3,14.0,14.0,14.0,284,3.0,494.0,0.006072874493927126
16203,1996,Belarus,Diving,0.0,0.0,0.0,3,4.0,4.0,4.0,97,3.0,157.0,0.01910828025477707
